b'RCS\xc2\xa0#',b'Sort1',b'Sort2',b'Doc.',b'Subject/Motion',b'Date',b'Vote',b'Aye',b'No',b'Not\xc2\xa0Voting',b'Exc.\xc2\xa0Abs.',b'Exc.\xc2\xa0Vote',b'Total\xc2\xa0Votes',b'Result' 
b'921',b'H',b'943',b'HB 943',b'Connect NC Bond Act of 2015.      A1 Arp   Second Reading',b'8/5/2015 3:41 PM',b'Aye',b'PASS',b'109',b'0',b'0',b'11',b'0',b'109'
b'922',b'H',b'943',b'HB 943',b'Connect NC Bond Act of 2015.      A3 Bumgardner   Second Reading',b'8/5/2015 4:10 PM',b'No',b'FAIL',b'44',b'63',b'2',b'11',b'0',b'107'
b'922',b'H',b'287',b'HB 287',b'Amend Ins. Laws.-AB      Amendment 1',b'6/22/2016 12:36 PM',b'Aye',b'PASS',b'44',b'0',b'0',b'6',b'0',b'44'
b'923',b'H',b'287',b'HB 287',b'Amend Ins. Laws.-AB      Second Reading',b'6/22/2016 12:38 PM',b'Aye',b'PASS',b'44',b'0',b'0',b'6',b'0',b'44'
b'923',b'H',b'943',b'HB 943',b'Connect NC Bond Act of 2015.      A4 Bumgardner   Second Reading',b'8/5/2015 4:13 PM',b'No',b'FAIL',b'47',b'60',b'2',b'11',b'0',b'107'
b'924',b'H',b'943',b'HB 943',b'Connect NC Bond Act of 2015.      A5 Torbett   Second Reading',b'8/5/2015 4:16 PM',b'Aye',b'PASS',b'107',b'1',b'1',b'11',b'0',b'108'
b'924',b'H',b'550',b'HB 550',b'Raleigh Apodaca Service Dog Retirement Act.      Second Reading',b'6/22/2016 12:41 PM',b'Aye',b'PASS',b'44',b'0',b'0',b'6',b'0',b'44'
b'925',b'H',b'567',b'HB 567',b'NC Cemetery Act Chges.      Amendment 1',b'6/22/2016 12:44 PM',b'Aye',b'PASS',b'42',b'0',b'0',b'7',b'1',b'42'
b'925',b'H',b'943',b'HB 943',b'Connect NC Bond Act of 2015.      Second Reading',b'8/5/2015 4:56 PM',b'Aye',b'PASS',b'79',b'30',b'0',b'11',b'0',b'109'
b'926',b'H',b'308',b'HB 308',b'Clarify Reasonable Health Insurance/Long-Term Care Ombudsman.      M11 Concur',b'8/6/2015 10:15 AM',b'N/V',b'PASS',b'106',b'0',b'3',b'11',b'0',b'106'
b'926',b'H',b'567',b'HB 567',b'NC Cemetery Act Chges.      Second Reading',b'6/22/2016 12:47 PM',b'Aye',b'PASS',b'40',b'2',b'0',b'7',b'1',b'42'
b'927',b'H',b'984',b'HB 984',b'Transfer of Davie County Correctional Center.      Second Reading',b'6/22/2016 12:49 PM',b'Aye',b'PASS',b'40',b'0',b'1',b'9',b'0',b'40'
b'927',b'H',b'394',b'HB 394',b'Increase Options for Local Option Sales Tax.      Second Reading',b'8/6/2015 10:19 AM',b'Aye',b'PASS',b'103',b'4',b'2',b'11',b'0',b'107'
b'928',b'H',b'1021',b'HB 1021',b'Amend Sex Offender Certain Premises.      Second Reading',b'6/22/2016 12:54 PM',b'Aye',b'PASS',b'40',b'0',b'1',b'9',b'0',b'40'
b'929',b'H',b'1045',b'HB 1045',b'New Bern Charter/Revised and Consolidated.      Third Reading',b'6/23/2016 11:14 AM',b'Aye',b'PASS',b'44',b'0',b'1',b'5',b'0',b'44'
b'929',b'H',b'371',b'HB 371',b'Terror Claims/Damages/Liability for Support.      M11 Concur Sen. Amd. 2',b'8/6/2015 10:27 AM',b'Aye',b'PASS',b'108',b'0',b'1',b'11',b'0',b'108'
b'930',b'H',b'371',b'HB 371',b'Terror Claims/Damages/Liability for Support.      M11 Concur Sen. Amd. 3',b'8/6/2015 10:28 AM',b'Aye',b'PASS',b'86',b'21',b'2',b'11',b'0',b'107'
b'931',b'H',b'371',b'HB 371',b'Terror Claims/Damages/Liability for Support.      M11 Concur Sen. Amd. 4',b'8/6/2015 10:48 AM',b'Aye',b'PASS',b'101',b'7',b'1',b'11',b'0',b'108'
b'932',b'H',b'943',b'HB 943',b'Connect NC Bond Act of 2015.      A6 Szoka   Third Reading',b'8/6/2015 10:54 AM',b'Aye',b'PASS',b'103',b'3',b'2',b'12',b'0',b'106'
b'933',b'H',b'943',b'HB 943',b'Connect NC Bond Act of 2015.      A7 Luebke   Third Reading',b'8/6/2015 11:02 AM',b'No',b'FAIL',b'43',b'63',b'2',b'12',b'0',b'106'
b'933',b'H',b'1021',b'HB 1021',b'Amend Sex Offender Certain Premises.      Amendment 1',b'6/23/2016 11:46 AM',b'Aye',b'PASS',b'44',b'0',b'1',b'5',b'0',b'44'
b'934',b'H',b'1021',b'HB 1021',b'Amend Sex Offender Certain Premises.      Third Reading',b'6/23/2016 11:47 AM',b'Aye',b'PASS',b'44',b'0',b'1',b'5',b'0',b'44'
b'934',b'H',b'943',b'HB 943',"b'Connect NC Bond Act of 2015.      A9 Hall, L.   Third Reading'",b'8/6/2015 11:27 AM',b'No',b'FAIL',b'27',b'78',b'1',b'14',b'0',b'105'
b'935',b'H',b'943',b'HB 943',"b'Connect NC Bond Act of 2015.      A10 Hall, L. M4 Previous Question  Third Reading'",b'8/6/2015 11:42 AM',b'Aye',b'PASS',b'60',b'39',b'6',b'15',b'0',b'99'
b'935',b'H',b'593',b'HB 593',b'Amend Environmental & Other Laws      Second Reading',b'6/23/2016 11:50 AM',b'Aye',b'PASS',b'27',b'16',b'1',b'6',b'0',b'43'
b'936',b'H',b'1017',b'HB 1017',b'Norwood Deannexations/Annexation.      Second Reading',b'6/24/2016 3:40 PM',b'Aye',b'PASS',b'40',b'0',b'1',b'9',b'0',b'40'
b'936',b'H',b'943',b'HB 943',"b'Connect NC Bond Act of 2015.      A10 Hall, L.   Third Reading'",b'8/6/2015 11:43 AM',b'No',b'FAIL',b'33',b'67',b'5',b'15',b'0',b'100'
b'937',b'H',b'943',b'HB 943',b'Connect NC Bond Act of 2015.      A11 Dixon   Third Reading',b'8/6/2015 11:45 AM',b'Aye',b'PASS',b'89',b'11',b'5',b'15',b'0',b'100'
b'937',b'H',b'1039',b'HB 1039',b'Omnibus Occupancy Tax Changes.      Second Reading',b'6/24/2016 3:41 PM',b'Aye',b'PASS',b'34',b'6',b'1',b'9',b'0',b'40'
b'938',b'H',b'943',b'HB 943',b'Connect NC Bond Act of 2015.      Third Reading',b'8/6/2015 11:46 AM',b'Aye',b'PASS',b'76',b'29',b'0',b'15',b'0',b'105'
b'939',b'H',b'184',b'HB 184',b'Change Department of Cultural Resources Process for Unclaimed Property.-AB      M11 Concur',b'8/10/2015 7:19 PM',b'Aye',b'PASS',b'107',b'0',b'3',b'10',b'0',b'107'
b'940',b'H',b'512',b'HB 512',b'Amend/Clarify Back-Up PSAP Requirements.      C RPT Adoption',b'8/10/2015 7:24 PM',b'Aye',b'PASS',b'107',b'0',b'3',b'10',b'0',b'107'
b'941',b'H',b'394',b'HB 394',b'Increase Options for Local Option Sales Tax.      A2 Jordan   Third Reading',b'8/10/2015 7:25 PM',b'Aye',b'PASS',b'102',b'5',b'3',b'10',b'0',b'107'
b'942',b'H',b'287',b'HB 287',b'Amend Insurance Laws.-AB      Second Reading',b'8/10/2015 7:27 PM',b'Aye',b'PASS',b'107',b'0',b'3',b'10',b'0',b'107'
b'942',b'H',b'289',b'HB 289',b'NC Money Transmitters Act.-AB      Second Reading',b'6/24/2016 3:57 PM',b'Aye',b'PASS',b'35',b'3',b'1',b'10',b'1',b'38'
b'943',b'H',b'407',b'HB 407',b'Housing Authority Transfers.      Amendment 1',b'6/24/2016 3:59 PM',b'Aye',b'PASS',b'38',b'0',b'2',b'10',b'0',b'38'
b'944',b'H',b'407',b'HB 407',b'Housing Authority Transfers.      Second Reading',b'6/24/2016 4:03 PM',b'Aye',b'PASS',b'38',b'1',b'1',b'10',b'0',b'39'
b'945',b'H',b'792',b'HB 792',b'Privacy/Protection From Revenge Postings.      M11 Not Concur',b'8/11/2015 1:13 PM',b'Aye',b'PASS',b'110',b'0',b'4',b'6',b'0',b'110'
b'946',b'H',b'394',b'HB 394',b'Increase Options for Local Option Sales Tax.      A3 Goodman   Second Reading',b'8/11/2015 1:17 PM',b'Aye',b'PASS',b'106',b'4',b'4',b'6',b'0',b'110'
b'947',b'H',b'168',b'HB 168',"b""Exempt Builders' Inventory.      M11 Concur""",b'8/12/2015 2:13 PM',b'Aye',b'PASS',b'102',b'8',b'6',b'4',b'0',b'110'
b'947',b'H',b'253',b'HB 253',b'Justice Reinvestment Act Changes.      Amendment 1',b'6/24/2016 4:08 PM',b'Aye',b'PASS',b'39',b'0',b'1',b'10',b'0',b'39'
b'948',b'H',b'253',b'HB 253',b'Justice Reinvestment Act Changes.      Second Reading',b'6/24/2016 4:09 PM',b'Aye',b'PASS',b'40',b'0',b'0',b'10',b'0',b'40'
b'948',b'H',b'13',b'HB 13',b'Amend School Health Assessment Requirement.      C RPT Adoption',b'8/12/2015 2:30 PM',b'Aye',b'PASS',b'102',b'12',b'2',b'4',b'0',b'114'
b'949',b'H',b'394',b'HB 394',b'Increase Options for Local Option Sales Tax.      Second Reading',b'8/12/2015 2:33 PM',b'Aye',b'PASS',b'108',b'5',b'3',b'4',b'0',b'113'
b'949',b'H',b'678',b'HB 678',b'Amend Innocence Commission Statutes.      Amendment 1',b'6/24/2016 4:12 PM',b'Aye',b'PASS',b'39',b'1',b'0',b'10',b'0',b'40'
b'950',b'H',b'678',b'HB 678',b'Amend Innocence Commission Statutes.      Second Reading',b'6/24/2016 4:14 PM',b'Aye',b'PASS',b'39',b'1',b'0',b'10',b'0',b'40'
b'950',b'H',b'504',b'HB 504',b'Moore County Occupancy Tax Increase.      Second Reading',b'8/12/2015 2:35 PM',b'Aye',b'PASS',b'97',b'16',b'3',b'4',b'0',b'113'
b'951',b'H',b'191',b'HB 191',b'Occupational License/Amend Fee List Barber Examiners Board.      Second Reading',b'8/12/2015 2:39 PM',b'Aye',b'PASS',b'97',b'16',b'3',b'4',b'0',b'113'
b'951',b'H',b'747',b'HB 747',b'Youth Access to Kratom/Study Abuse OTC Subs.      Second Reading',b'6/24/2016 4:16 PM',b'Aye',b'PASS',b'40',b'0',b'0',b'10',b'0',b'40'
b'952',b'H',b'1035',b'HB 1035',"b""LGC/Training for Local Gov't Finance Officers.      Second Reading""",b'6/24/2016 4:18 PM',b'Aye',b'PASS',b'39',b'0',b'1',b'10',b'0',b'39'
b'952',b'H',b'482',b'HB 482',b'Employee Misclassification Reform.      A1 Hager   Second Reading',b'8/12/2015 3:03 PM',b'Aye',b'PASS',b'111',b'2',b'3',b'4',b'0',b'113'
b'954',b'H',b'482',b'HB 482',b'Employee Misclassification Reform.      Second Reading',b'8/12/2015 3:25 PM',b'Aye',b'PASS',b'93',b'20',b'1',b'6',b'0',b'113'
b'956',b'H',b'1017',b'HB 1017',b'Norwood Deannexations/Annexation.      Third Reading',b'6/27/2016 3:49 PM',b'Aye',b'PASS',b'45',b'3',b'1',b'1',b'0',b'48'
b'957',b'H',b'1039',b'HB 1039',b'Omnibus Occupancy Tax Changes.      Third Reading',b'6/27/2016 3:49 PM',b'Aye',b'PASS',b'40',b'8',b'1',b'1',b'0',b'48'
b'958',b'H',b'1022',b'HB 1022',b'Maxton Deannex/Siler City Satellite Annex.      Second Reading',b'6/27/2016 3:51 PM',b'Aye',b'PASS',b'48',b'0',b'1',b'1',b'0',b'48'
b'958',b'H',b'394',b'HB 394',b'Increase Options for Local Option Sales Tax.      Third Reading',b'8/13/2015 11:15 AM',b'Aye',b'PASS',b'106',b'4',b'2',b'8',b'0',b'110'
b'959',b'H',b'504',b'HB 504',b'Moore County Occupancy Tax Increase.      Third Reading',b'8/13/2015 11:17 AM',b'Aye',b'PASS',b'93',b'17',b'2',b'8',b'0',b'110'
b'959',b'H',b'1132',b'HB 1132',b'Glen Alpine Deannexation.      Second Reading',b'6/27/2016 3:51 PM',b'Aye',b'PASS',b'48',b'0',b'1',b'1',b'0',b'48'
b'961',b'H',b'1058',b'HB 1058',b'Tobaccoville Recall Elections.      Second Reading',b'6/27/2016 4:06 PM',b'No',b'PASS',b'48',b'1',b'0',b'1',b'0',b'49'
b'961',b'H',b'482',b'HB 482',b'Employee Misclassification Reform.      Third Reading',b'8/13/2015 1:09 PM',b'Excused Absence',b'PASS',b'90',b'15',b'5',b'10',b'0',b'105'
b'962',b'H',b'38',b'HB 38',b'Judicial Efficiency/Effective Administration of Justice.      A1 Stevens   Second Reading',b'8/13/2015 1:16 PM',b'Excused Absence',b'PASS',b'108',b'0',b'2',b'10',b'0',b'108'
b'962',b'H',b'1133',b'HB 1133',b'Partisan Election/Transylvania Bd. of Ed.      Second Reading',b'6/27/2016 4:07 PM',b'Aye',b'PASS',b'33',b'16',b'0',b'1',b'0',b'49'
b'963',b'H',b'289',b'HB 289',b'NC Money Transmitters Act.-AB      Third Reading',b'6/27/2016 4:10 PM',b'Aye',b'PASS',b'45',b'3',b'0',b'1',b'1',b'48'
b'963',b'H',b'38',b'HB 38',b'Judicial Efficiency/Effective Administration of Justice.      Second Reading',b'8/13/2015 1:16 PM',b'Excused Absence',b'PASS',b'109',b'0',b'1',b'10',b'0',b'109'
b'964',b'H',b'1039',b'HB 1039',b'Omnibus Occupancy Tax Changes.      Amendment 1',b'6/27/2016 4:13 PM',b'Aye',b'PASS',b'48',b'1',b'0',b'1',b'0',b'49'
b'965',b'H',b'1039',b'HB 1039',b'Omnibus Occupancy Tax Changes.      Third Reading',b'6/27/2016 4:14 PM',b'Aye',b'PASS',b'38',b'11',b'0',b'1',b'0',b'49'
b'966',b'H',b'407',b'HB 407',b'Housing Authority Transfers.      Third Reading',b'6/27/2016 4:15 PM',b'Aye',b'PASS',b'47',b'2',b'0',b'1',b'0',b'49'
b'969',b'H',b'268',b'HB 268',b'Amend Transportation Laws.-AB      C RPT Adoption',b'8/18/2015 3:51 PM',b'Aye',b'PASS',b'103',b'6',b'1',b'10',b'0',b'109'
b'970',b'H',b'38',b'HB 38',b'Judicial Efficiency/Effective Administration of Justice.      Third Reading',b'8/18/2015 3:54 PM',b'Aye',b'PASS',b'110',b'0',b'0',b'10',b'0',b'110'
b'970',b'H',b'3',b'HB 3',b'Omnibus Constitutional Amendments.      Amendment 1 Motion 1 To Table',b'6/27/2016 4:47 PM',b'Aye',b'PASS',b'33',b'15',b'1',b'1',b'0',b'48'
b'971',b'H',b'3',b'HB 3',b'Omnibus Constitutional Amendments.      Second Reading',b'6/27/2016 4:50 PM',b'Aye',b'PASS',b'32',b'17',b'0',b'1',b'0',b'49'
b'972',b'H',b'372',b'HB 372',b'Medicaid Transformation/Health Information Exchange/PrimaryCare/Funds.      M11 Not Concur',b'8/19/2015 2:30 PM',b'Aye',b'PASS',b'115',b'0',b'0',b'5',b'0',b'115'
b'972',b'H',b'100',b'HB 100',b'Local Government Immigration Compliance.      Amendment 1',b'6/27/2016 5:16 PM',b'No',b'FAIL',b'17',b'32',b'0',b'1',b'0',b'49'
b'973',b'H',b'100',b'HB 100',b'Local Government Immigration Compliance.      Second Reading',b'6/27/2016 5:37 PM',b'Aye',b'PASS',b'32',b'17',b'0',b'1',b'0',b'49'
b'974',b'H',b'523',b'HB 523',b'Drivers License Designation/American Indian.      Second Reading',b'6/27/2016 5:39 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'974',b'H',b'117',b'HB 117',b'NC Competes Act.      M11 Not Concur',b'8/19/2015 2:37 PM',b'Aye',b'PASS',b'111',b'2',b'2',b'5',b'0',b'113'
b'975',b'H',b'533',b'HB 533',b'Modify PUV Exceptions to Disqualification.      Second Reading',b'6/27/2016 5:41 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'976',b'H',b'594',b'HB 594',b'MV Dealer Doc. Retention/Inspection/Format.      Second Reading',b'6/27/2016 5:44 PM',b'Excused Vote',b'PASS',b'45',b'0',b'0',b'1',b'4',b'45'
b'977',b'H',b'842',b'HB 842',b'Medicaid Waiver Protections/Military Families.      Second Reading',b'6/27/2016 5:46 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'978',b'H',b'1033',b'HB 1033',b'ID Card Fee Waiver/Disability.      Second Reading',b'6/27/2016 5:48 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'979',b'H',b'1080',b'HB 1080',b'Achievement School District.      Amendment 1',b'6/27/2016 5:54 PM',b'No',b'FAIL',b'15',b'33',b'1',b'1',b'0',b'48'
b'980',b'H',b'1080',b'HB 1080',b'Achievement School District.      Amendment 2',b'6/27/2016 6:08 PM',b'No',b'FAIL',b'16',b'33',b'0',b'1',b'0',b'49'
b'981',b'H',b'1080',b'HB 1080',b'Achievement School District.      Amendment 3 Motion 1 To Table',b'6/27/2016 6:11 PM',b'Aye',b'PASS',b'33',b'16',b'0',b'1',b'0',b'49'
b'982',b'H',b'1080',b'HB 1080',b'Achievement School District.      Amendment 4 Motion 1 To Table',b'6/27/2016 6:17 PM',b'Aye',b'PASS',b'33',b'16',b'0',b'1',b'0',b'49'
b'983',b'H',b'1080',b'HB 1080',b'Achievement School District.      Amendment 6',b'6/27/2016 6:40 PM',b'Aye',b'PASS',b'34',b'15',b'0',b'1',b'0',b'49'
b'984',b'H',b'1080',b'HB 1080',b'Achievement School District.      Second Reading',b'6/27/2016 9:34 PM',b'Aye',b'PASS',b'31',b'15',b'1',b'3',b'0',b'46'
b'985',b'H',b'884',b'HB 884',b'Amend Township ABC Elections      Second Reading',b'6/27/2016 9:38 PM',b'Aye',b'FAIL',b'21',b'25',b'1',b'3',b'0',b'46'
b'985',b'H',b'18',b'HB 18',b'Continuing Budget Authority      M11 Concur',b'8/27/2015 10:33 AM',b'Aye',b'PASS',b'109',b'4',b'0',b'7',b'0',b'113'
b'986',b'H',b'1022',b'HB 1022',b'Maxton Deannex/Siler City Satellite Annex.      Third Reading',b'6/28/2016 4:42 PM',b'Aye',b'PASS',b'47',b'0',b'1',b'2',b'0',b'47'
b'987',b'H',b'1132',b'HB 1132',b'Glen Alpine Deannexation.      Third Reading',b'6/28/2016 4:43 PM',b'Aye',b'PASS',b'47',b'0',b'1',b'2',b'0',b'47'
b'988',b'H',b'373',b'HB 373',b'2016 Presidential Primary.      M11 Not Concur',b'9/2/2015 1:17 PM',b'Aye',b'PASS',b'104',b'0',b'2',b'14',b'0',b'104'
b'990',b'H',b'3',b'HB 3',b'Omnibus Constitutional Amendments.      Amendment 2',b'6/28/2016 5:03 PM',b'No',b'FAIL',b'15',b'33',b'0',b'2',b'0',b'48'
b'991',b'H',b'3',b'HB 3',b'Omnibus Constitutional Amendments.      Amendment 3 Motion 1 To Table',b'6/28/2016 5:14 PM',b'Aye',b'PASS',b'33',b'16',b'0',b'1',b'0',b'49'
b'992',b'H',b'3',b'HB 3',b'Omnibus Constitutional Amendments.      Third Reading',b'6/28/2016 5:15 PM',b'Aye',b'PASS',b'31',b'18',b'0',b'1',b'0',b'49'
b'993',b'H',b'334',b'HB 334',b'Charter School and Other Education Laws Changes      C RPT Adoption',b'9/14/2015 7:23 PM',b'Aye',b'PASS',b'85',b'19',b'2',b'14',b'0',b'104'
b'994',b'H',b'792',b'HB 792',b'Privacy/Protection From Revenge Postings.      C RPT Adoption',b'9/15/2015 12:18 PM',b'Aye',b'PASS',b'104',b'0',b'2',b'14',b'0',b'104'
b'994',b'H',b'100',b'HB 100',b'Local Government Immigration Compliance.      Third Reading',b'6/28/2016 5:19 PM',b'Aye',b'PASS',b'31',b'18',b'0',b'1',b'0',b'49'
b'995',b'H',b'97',b'HB 97',b'      M4 Previous Question: Sus. Rule 44(d)',b'9/15/2015 12:52 PM',b'Aye',b'PASS',b'74',b'30',b'0',b'16',b'0',b'104'
b'995',b'H',b'1080',b'HB 1080',b'Achievement School District.      Amendment 7',b'6/28/2016 5:21 PM',b'Aye',b'PASS',b'43',b'6',b'0',b'1',b'0',b'49'
b'996',b'H',b'1080',b'HB 1080',b'Achievement School District.      Amendment 8',b'6/28/2016 5:22 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'996',b'H',b'97',b'HB 97',b'      (FAILED ADOPTION) M12 Suspend Rule 44(d)',b'9/15/2015 12:53 PM',b'Aye',b'FAIL',b'62',b'41',b'1',b'16',b'0',b'103'
b'997',b'H',b'1080',b'HB 1080',b'Achievement School District.      Amendment 9',b'6/28/2016 5:24 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'998',b'H',b'1080',b'HB 1080',b'Achievement School District.      Third Reading',b'6/28/2016 5:24 PM',b'Aye',b'PASS',b'35',b'14',b'0',b'1',b'0',b'49'
b'1001',b'H',b'1030',b'HB 1030',b'2016 Appropriations Act.      Conference Rpt Motion 8 To Adopt  Second Reading',b'6/28/2016 6:48 PM',b'Aye',b'PASS',b'33',b'16',b'0',b'1',b'0',b'49'
b'1001',b'H',b'944',b'HR 944',b'Reverend Billy Graham for Postage Stamp.      R2 For Adoption',b'9/17/2015 5:09 PM',b'Aye',b'PASS',b'104',b'0',b'6',b'10',b'0',b'104'
b'1002',b'H',b'44',b'HB 44',b'Local Government Regulatory Reform 2015.      C RPT Adoption',b'9/17/2015 5:25 PM',b'Aye',b'PASS',b'83',b'25',b'3',b'9',b'0',b'108'
b'1002',b'H',b'1080',b'HB 1080',b'Achievement School District.      Third Reading',b'6/28/2016 6:51 PM',b'Aye',b'PASS',b'35',b'14',b'0',b'1',b'0',b'49'
b'1003',b'H',b'630',b'HB 630',"b""Drinking Water Protect'n/Coal Ash Cleanup Act.      Amendment 1""",b'6/28/2016 6:56 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'1',b'1',b'48'
b'1003',b'H',b'173',b'HB 173',b'Omnibus Criminal Law Bill.      M11 Concur',b'9/17/2015 5:28 PM',b'Aye',b'PASS',b'107',b'0',b'4',b'9',b'0',b'107'
b'1004',b'H',b'188',b'HB 188',b'Trustee Appointments/Isothermal Community College.      M11 Concur',b'9/17/2015 5:30 PM',b'Aye',b'PASS',b'83',b'25',b'3',b'9',b'0',b'108'
b'1004',b'H',b'630',b'HB 630',"b""Drinking Water Protect'n/Coal Ash Cleanup Act.      Second Reading""",b'6/28/2016 7:00 PM',b'Aye',b'PASS',b'44',b'4',b'0',b'1',b'1',b'48'
b'1005',b'H',b'884',b'HB 884',b'Amend Township ABC Elections.      Second Reading',b'6/28/2016 7:03 PM',b'Aye',b'PASS',b'36',b'6',b'7',b'1',b'0',b'42'
b'1005',b'H',b'503',b'HB 503',b'Moore County Commission and Board of Education Changes.      M11 Concur',b'9/17/2015 5:32 PM',b'Aye',b'PASS',b'108',b'0',b'3',b'9',b'0',b'108'
b'1006',b'H',b'97',b'HB 97',"b""2015 Appropriations Act.      C RPT Adoption   R2 Ruled Mat'l""",b'9/17/2015 9:51 PM',b'Aye',b'PASS',b'80',b'35',b'0',b'5',b'0',b'115'
b'1006',b'H',b'1126',b'HB 1126',b'Red Light Cameras/City of Greenville.      Second Reading',b'6/29/2016 2:51 PM',b'Aye',b'PASS',b'31',b'19',b'0',b'0',b'0',b'50'
b'1007',b'H',b'1126',b'HB 1126',b'Red Light Cameras/City of Greenville.      Third Reading',b'6/29/2016 2:52 PM',b'Aye',b'PASS',b'31',b'19',b'0',b'0',b'0',b'50'
b'1007',b'H',b'97',b'HB 97',"b""2015 Appropriations Act.      C RPT Adoption   R3 Ruled Mat'l""",b'9/18/2015 12:07 AM',b'Aye',b'PASS',b'81',b'33',b'1',b'5',b'0',b'114'
b'1008',b'H',b'361',b'HB 361',b'Principle-Based Reserving/Revise Insurance Laws.      M11 Concur',b'9/22/2015 11:20 AM',b'Aye',b'PASS',b'102',b'0',b'7',b'11',b'0',b'102'
b'1009',b'H',b'117',b'HB 117',"b""NC Competes Act.      C RPT Adoption   R2 Ruled Mat'l""",b'9/22/2015 2:23 PM',b'Aye',b'PASS',b'84',b'24',b'0',b'12',b'0',b'108'
b'1010',b'H',b'272',b'HB 272',"b""Speaker's Appointments Bill 2015.      Second Reading""",b'9/22/2015 2:26 PM',b'Aye',b'PASS',b'109',b'0',b'0',b'11',b'0',b'109'
b'1010',b'H',b'136',b'HB 136',b'Recall Retired Business Court Judge.      Second Reading',b'6/29/2016 3:10 PM',b'Aye',b'PASS',b'50',b'0',b'0',b'0',b'0',b'50'
b'1011',b'H',b'424',b'HB 424',b'Prohibit Unlawful Custody Transfer of Child.      Second Reading',b'6/29/2016 3:12 PM',b'Aye',b'PASS',b'50',b'0',b'0',b'0',b'0',b'50'
b'1011',b'H',b'372',b'HB 372',b'Medicaid Transformation and Reorganization.      C RPT Adoption',b'9/22/2015 5:31 PM',b'Aye',b'PASS',b'65',b'40',b'1',b'14',b'0',b'105'
b'1012',b'H',b'548',b'HB 548',b'Conforming Changes/Constitutional Amend.      Second Reading',b'6/29/2016 3:15 PM',b'Aye',b'PASS',b'34',b'16',b'0',b'0',b'0',b'50'
b'1013',b'H',b'804',b'HB 804',b'Kelsey Smith Act.      Second Reading',b'6/29/2016 3:18 PM',b'Aye',b'PASS',b'50',b'0',b'0',b'0',b'0',b'50'
b'1013',b'H',b'698',b'HB 698',b'Baby Carlie Nugent Bill.      M11 Concur',b'9/22/2015 5:41 PM',b'Aye',b'PASS',b'104',b'1',b'0',b'15',b'0',b'105'
b'1014',b'H',b'972',b'HB 972',b'Law Enforcement Recordings/No Public Record.      Amendment 1',b'6/29/2016 3:25 PM',b'Aye',b'PASS',b'50',b'0',b'0',b'0',b'0',b'50'
b'1015',b'H',b'972',b'HB 972',b'Law Enforcement Recordings/No Public Record.      Second Reading',b'6/29/2016 3:25 PM',b'Aye',b'PASS',b'48',b'2',b'0',b'0',b'0',b'50'
b'1016',b'H',b'1030',b'HB 1030',b'2016 Appropriations Act.      Conference Rpt Motion 8 To Adopt  Third Reading',b'6/29/2016 3:27 PM',b'Aye',b'PASS',b'36',b'14',b'0',b'0',b'0',b'50'
b'1017',b'H',b'1044',b'HB 1044',b'Law Enforcement Omnibus Bill.      Second Reading',b'6/29/2016 3:30 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'1017',b'H',b'527',b'HB 527',b'Omnibus Local Act.      M11 Concur  Second Reading',b'9/23/2015 9:44 AM',b'Aye',b'PASS',b'103',b'0',b'5',b'12',b'0',b'103'
b'1018',b'H',b'912',b'HB 912',b'Taxation of Tribal Land and Tobacco Products.      M11 Not Concur',b'9/23/2015 9:47 AM',b'Aye',b'PASS',b'102',b'1',b'5',b'12',b'0',b'103'
b'1018',b'H',b'984',b'HB 984',b'Transfer of Davie County Correctional Center.      Conference Rpt Motion 8 To Adopt',b'6/29/2016 3:32 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'1019',b'H',b'117',b'HB 117',"b""NC Competes Act.      C RPT Adoption   R3 Ruled Mat'l""",b'9/23/2015 9:54 AM',b'Aye',b'PASS',b'78',b'24',b'5',b'13',b'0',b'102'
b'1020',b'H',b'679',b'HB 679',b'UNC Self-Liquidating Projects.      M11 Concur',b'9/23/2015 1:50 PM',b'Aye',b'PASS',b'94',b'4',b'12',b'10',b'0',b'98'
b'1021',b'H',b'495',b'HB 495',b'Office of State Human Resources Modernization/Technical Changes.      C RPT Adoption',b'9/23/2015 1:55 PM',b'Aye',b'PASS',b'107',b'0',b'3',b'10',b'0',b'107'
b'1022',b'H',b'527',b'HB 527',"b""Omnibus Local Act.      M11 Concur  R3 Ruled Mat'l""",b'9/24/2015 12:12 PM',b'Excused Absence',b'PASS',b'97',b'0',b'8',b'15',b'0',b'97'
